price,lat,long,Bathroom,Bedroom,sqft,land
55000000,6.8699688,79.8882835,3,4,2800.0 sqft,10.0 perches
19800000,6.9095041,79.8962176,3,3,1800.0 sqft,8.0 perches
135000000,6.9388614,79.8542005,5,6,3000.0 sqft,15.0 perches
260000000,6.9095041,79.8962176,4,4,7000.0 sqft,17.3 perches
35000000,6.8472783,79.9266082,2,4,2500.0 sqft,8.5 perches
39500000,6.8410598,79.9017028,3,3,2500.0 sqft,11.4 perches
270000000,6.9095041,79.8962176,6,6,6000.0 sqft,10.0 perches
28000000,6.8150452,79.918768,2,5,2200.0 sqft,10.0 perches
48000000,6.8455543,79.9152306,3,5,3800.0 sqft,10.0 perches
97500000,6.8883219,79.9187415,4,5,3200.0 sqft,29.3 perches
40000000,6.8722563,79.9962035,3,5,4775.0 sqft,11.5 perches
270000000,6.9022803,79.9058162,5,6,5000.0 sqft,10.0 perches
490000000,6.9038863,79.857226,3,4,5000.0 sqft,24.5 perches
56000000,6.9040723,79.9546189,4,8,5000.0 sqft,13.8 perches
45000000,6.8335379,79.8672498,3,3,1100.0 sqft,4.0 perches
55000000,6.7746821,79.8826095,3,3,3000.0 sqft,12.5 perches
70000000,6.7746821,79.8826095,5,6,2000.0 sqft,15.5 perches
58000000,6.8952109,79.8905528,3,5,3500.0 sqft,10.0 perches
45000000,6.8699688,79.8882835,3,4,2000.0 sqft,4.0 perches
24500000,6.8772464,79.9899292,2,3,1550.0 sqft,10.71 perches
36500000,6.9012855,80.0064073,2,4,2700.0 sqft,10.0 perches
85000000,6.9021809,79.9195776,5,7,2450.0 sqft,8.78 perches
58000000,6.8512785,79.8659769,3,4,3750.0 sqft,7.5 perches
67500000,6.9021809,79.9195776,3,4,3500.0 sqft,10.0 perches
320000000,6.9021809,79.9195776,8,9,9000.0 sqft,30.0 perches
28500000,6.9040723,79.9546189,2,3,1550.0 sqft,8.0 perches
85000000,6.9021809,79.9195776,4,4,3800.0 sqft,15.0 perches
32500000,6.8430827,80.0118892,4,5,2880.0 sqft,8.0 perches
115000000,6.8763201,79.9353613,5,4,2700.0 sqft,10.0 perches
69000000,6.8763201,79.9353613,3,4,3000.0 sqft,8.5 perches
17000000,6.8197463,79.8682643,1,3,1688.0 sqft,6.2 perches
140000000,6.9021809,79.9195776,5,5,6000.0 sqft,15.0 perches
35000000,6.9040723,79.9546189,4,4,2500.0 sqft,12.0 perches
64000000,6.8699688,79.8882835,5,5,2800.0 sqft,18.0 perches
320000000,6.9021809,79.9195776,8,8,9000.0 sqft,33.0 perches
86100000,6.8512785,79.8659769,4,6,3000.0 sqft,21.0 perches
180000000,6.8699688,79.8882835,4,5,4500.0 sqft,17.0 perches
22000000,6.8517186,79.961014,2,3,2052.0 sqft,14.3 perches
105000000,6.8512785,79.8659769,4,6,3500.0 sqft,12.5 perches
585000000,6.8699688,79.8882835,6,8,4000.0 sqft,117.0 perches
125000000,6.8512785,79.8659769,3,6,3500.0 sqft,15.05 perches
300000000,6.8699688,79.8882835,6,8,8000.01 sqft,26.0 perches
85000000,6.9021809,79.9195776,3,4,3000.0 sqft,10.0 perches
23500000,6.9040723,79.9546189,1,3,1800.0 sqft,12.0 perches
92000000,6.9082259,79.9450405,4,4,5000.0 sqft,33.15 perches
160000000,6.8357176,79.984968,4,7,5000.0 sqft,80.0 perches
54000000,6.9021809,79.9195776,4,5,3700.0 sqft,14.0 perches
98000000,6.9021809,79.9195776,4,4,5000.0 sqft,32.15 perches
68000000,6.8197463,79.8682643,5,7,6030.0 sqft,14.7 perches
68000000,6.8472783,79.9266082,4,4,3000.0 sqft,15.2 perches
48000000,6.8699688,79.8882835,3,4,3000.0 sqft,10.0 perches
18500000,6.8986065,80.0007844,2,3,1200.0 sqft,6.0 perches
56000000,6.8910274,79.9685296,4,8,5000.0 sqft,13.8 perches
30000000,6.9307872,79.8685658,3,5,2500.0 sqft,4.0 perches
48500000,6.8365744,79.9285586,3,4,3200.0 sqft,7.0 perches
80000000,6.8664947,79.9595731,5,5,7000.0 sqft,17.0 perches
14500000,6.8430139,79.9655312,1,2,1555.0 sqft,11.0 perches
46500000,6.8449828,79.9525092,2,3,2993.0 sqft,10.0 perches
80000000,6.8472783,79.9266082,3,4,2260.0 sqft,42.0 perches
33000000,6.8449828,79.9525092,2,4,1200.0 sqft,22.5 perches
27500000,6.8420071,79.9356287,2,3,1200.0 sqft,8.0 perches
120000000,6.9021809,79.9195776,2,4,2000.0 sqft,20.5 perches
29000000,6.8013558,79.9350979,3,4,2680.0 sqft,6.0 perches
26000000,6.8369109,79.9650915,2,3,1380.0 sqft,7.2 perches
36500000,6.7913629,79.9476389,4,4,2780.0 sqft,7.5 perches
19500000,6.8430139,79.9655312,2,4,1880.0 sqft,6.0 perches
46000000,6.8472783,79.9266082,4,5,3600.0 sqft,10.0 perches
37500000,6.8430139,79.9655312,3,3,1780.0 sqft,17.0 perches
149000000,6.9021809,79.9195776,5,5,6000.0 sqft,15.0 perches
36000000,6.8464397,79.9486254,2,4,2680.0 sqft,11.8 perches
59000000,6.8410598,79.9017028,4,4,3800.0 sqft,7.0 perches
110000000,6.8587421,79.8876767,3,3,2500.0 sqft,12.0 perches
125000000,6.8471475,79.9162962,4,4,4500.0 sqft,7.5 perches
25000000,6.7780882,79.9204247,3,3,1622.0 sqft,8.5 perches
28500000,6.7999509,79.9231171,3,4,2348.0 sqft,6.5 perches
22500000,6.7999509,79.9231171,2,3,1425.0 sqft,6.5 perches
160000000,6.8699688,79.8882835,5,6,7500.0 sqft,17.0 perches
69000000,6.8763201,79.9353613,4,5,4200.0 sqft,11.0 perches
55000000,6.9040723,79.9546189,3,3,1568.0 sqft,10.0 perches
15000000,6.8441085,80.0460308,1,3,1200.0 sqft,7.8 perches
45000000,6.8699688,79.8882835,3,4,1975.0 sqft,3.58 perches
48000000,6.8563386,79.9095509,4,5,3600.0 sqft,10.0 perches
21900000,6.8772464,79.9899292,2,3,1188.0 sqft,6.7 perches
42000000,6.7999509,79.9231171,4,4,3142.0 sqft,8.0 perches
22500000,6.7999509,79.9231171,2,3,1350.0 sqft,6.5 perches
29500000,6.7999509,79.9231171,4,4,2415.0 sqft,6.5 perches
32500000,6.7999509,79.9231171,3,4,2876.0 sqft,7.0 perches
34000000,6.8013558,79.9350979,3,3,3214.0 sqft,6.5 perches
46000000,6.7999509,79.9231171,4,4,3475.0 sqft,10.0 perches
29500000,6.7999509,79.9231171,3,4,2879.0 sqft,8.5 perches
31000000,6.8013558,79.9350979,4,4,2874.0 sqft,7.0 perches
29500000,6.7999509,79.9231171,3,4,2745.0 sqft,8.5 perches
24800000,6.7999509,79.9231171,3,3,1785.0 sqft,10.0 perches
32000000,6.7999509,79.9231171,3,5,3254.0 sqft,8.0 perches
64500000,6.8430139,79.9655312,4,5,3800.0 sqft,9.5 perches
38000000,6.7999509,79.9231171,4,4,3026.0 sqft,8.0 perches
59500000,6.7999509,79.9231171,4,5,4100.0 sqft,10.0 perches
55000000,6.7999509,79.9231171,4,5,3478.0 sqft,10.0 perches
85000000,6.7999509,79.9231171,4,5,3754.0 sqft,10.0 perches
115000000,6.8512785,79.8659769,3,6,3038.0 sqft,15.5 perches
270000000,6.9095041,79.8962176,5,6,5500.0 sqft,10.0 perches
65000000,6.9021809,79.9195776,4,6,3000.0 sqft,17.0 perches
100000000,6.8512785,79.8659769,4,5,4000.0 sqft,16.7 perches
82500000,6.8387326,79.9084181,3,4,5500.0 sqft,10.0 perches
350000000,6.8952109,79.8905528,5,5,7000.0 sqft,40.0 perches
110000000,6.8952109,79.8905528,4,5,3900.0 sqft,15.0 perches
130000000,6.8763201,79.9353613,4,4,4800.0 sqft,18.5 perches
23500000,6.8512785,79.8659769,3,3,2000.0 sqft,3.5 perches
26000000,6.9040723,79.9546189,2,3,1350.0 sqft,6.2 perches
69000000,6.8763201,79.9353613,4,4,4300.0 sqft,11.0 perches
49000000,6.9022803,79.9058162,5,5,3458.0 sqft,8.0 perches
39500000,6.8772464,79.9899292,4,5,2600.0 sqft,6.0 perches
125000000,6.8905073,79.9288928,4,5,4235.0 sqft,20.0 perches
35000000,6.8430139,79.9655312,3,4,2800.0 sqft,6.5 perches
100000000,6.8512785,79.8659769,4,4,3300.0 sqft,16.7 perches
33800000,6.7957403,79.940848,3,3,1572.0 sqft,7.5 perches
46000000,6.8512785,79.8659769,4,4,2500.0 sqft,15.0 perches
160000000,6.9021809,79.9195776,5,5,5008.0 sqft,33.2 perches
125000000,6.9021809,79.9195776,5,5,4500.0 sqft,10.0 perches
69500000,6.8430139,79.9655312,4,5,5300.0 sqft,15.2 perches
59000000,6.9079798,79.9451386,4,5,4150.0 sqft,8.7 perches
25500000,6.7651128,80.0115001,5,5,2506.0 sqft,8.0 perches
35000000,6.7999509,79.9231171,3,5,2070.0 sqft,6.9 perches
26000000,6.9040723,79.9546189,2,3,1300.0 sqft,6.0 perches
250000000,6.8915638,79.9294294,5,5,6000.0 sqft,30.0 perches
36900000,6.8430139,79.9655312,3,4,1800.0 sqft,7.7 perches
8800000,6.9359592,79.9005985,4,4,1500.0 sqft,2.7 perches
35000000,6.8512785,79.8659769,2,3,1800.0 sqft,6.0 perches
30000000,6.8612252,79.8851687,2,4,1680.0 sqft,5.6 perches
39500000,6.8412384,80.0034457,3,4,3406.0 sqft,10.0 perches
16000000,6.9372438,79.8962142,2,3,1350.0 sqft,4.5 perches
160000000,6.9021809,79.9195776,3,4,5400.0 sqft,26.0 perches
24000000,6.7999509,79.9231171,2,3,1500.0 sqft,8.5 perches
7500000,6.7999509,79.9231171,1,2,1000.0 sqft,9.2 perches
55000000,6.8883219,79.9187415,3,3,3000.0 sqft,10.08 perches
24000000,6.8735661,79.9135657,1,3,2250.0 sqft,7.5 perches
79000000,6.8410598,79.9017028,4,4,4200.0 sqft,10.0 perches
24000000,6.8430139,79.9655312,2,3,2500.0 sqft,10.0 perches
40000000,6.8699688,79.8882835,3,4,2500.0 sqft,12.5 perches
12500000,6.7999509,79.9231171,2,3,1428.0 sqft,8.5 perches
19800000,6.8772464,79.9899292,2,3,1200.0 sqft,6.5 perches
26500000,6.9021809,79.9195776,4,5,1900.0 sqft,10.0 perches
32500000,6.9021809,79.9195776,2,3,2200.0 sqft,7.0 perches
95000000,6.879383,79.8910127,4,6,5000.0 sqft,9.0 perches
56000000,6.9040723,79.9546189,4,3,3700.0 sqft,6.25 perches
27500000,6.8986065,80.0007844,3,4,1650.0 sqft,8.0 perches
45000000,6.9040723,79.9546189,4,4,3700.0 sqft,7.0 perches
57500000,6.9040723,79.9546189,4,4,4300.0 sqft,8.2 perches
160000000,6.8915638,79.9294294,3,5,5000.0 sqft,26.0 perches
39500000,6.9040723,79.9546189,2,4,3200.0 sqft,7.5 perches
33000000,6.8772464,79.9899292,3,5,3200.0 sqft,10.5 perches
55000000,6.8622204,79.9934502,3,4,3500.0 sqft,8.0 perches
56000000,6.9021809,79.9195776,4,5,3700.0 sqft,15.0 perches
12500000,6.8772464,79.9899292,1,2,1000.0 sqft,5.65 perches
32500000,6.7999509,79.9231171,3,5,2600.0 sqft,6.9 perches
17500000,6.8772464,79.9899292,2,3,1200.0 sqft,7.0 perches
36000000,6.8464397,79.9486254,2,3,1000.0 sqft,20.0 perches
67500000,6.8763211,79.900655,5,7,3500.0 sqft,15.0 perches
18500000,6.8772464,79.9899292,2,4,2000.0 sqft,10.0 perches
34500000,6.9040723,79.9546189,4,4,3000.0 sqft,10.0 perches
26000000,6.8429207,80.0546715,3,6,3600.0 sqft,11.5 perches
6200000,6.7999509,79.9231171,1,3,1400.0 sqft,10.0 perches
43000000,6.7746821,79.8826095,5,5,1936.0 sqft,10.0 perches
65000000,6.8335379,79.8672498,3,4,3000.0 sqft,7.0 perches
135000000,6.9021809,79.9195776,4,4,4800.0 sqft,18.6 perches
75000000,6.8472783,79.9266082,4,4,4500.0 sqft,10.0 perches
26000000,6.8430139,79.9655312,2,3,1350.0 sqft,7.0 perches
83500000,6.9021809,79.9195776,4,5,4500.0 sqft,11.0 perches
48000000,6.8596092,79.9069617,4,4,3200.0 sqft,10.0 perches
49500000,6.7999509,79.9231171,4,4,3500.0 sqft,8.0 perches
42000000,6.8430139,79.9655312,3,4,3000.0 sqft,7.5 perches
165000000,6.9021809,79.9195776,4,5,7000.0 sqft,26.0 perches
16800000,6.8430139,79.9655312,3,4,1800.0 sqft,8.0 perches
270000000,6.9022803,79.9058162,5,5,6000.0 sqft,10.0 perches
16800000,6.7999509,79.9231171,3,4,1800.0 sqft,8.0 perches
39500000,6.8103766,79.9953639,4,4,2850.0 sqft,10.6 perches
39000000,6.8610246,79.9725807,5,5,3500.0 sqft,8.38 perches
39000000,6.8430139,79.9655312,4,5,3000.0 sqft,10.0 perches
26000000,6.8430139,79.9655312,3,3,1800.0 sqft,8.0 perches
60000000,6.9388614,79.8542005,6,8,10.0 sqft,4000.0 perches
6000000,7.4212501,80.6331832,2,2,1700.0 sqft,13.0 perches
12000000,6.8144819,79.9350782,1,2,1450.0 sqft,6.5 perches
40000000,6.9040723,79.9546189,3,4,2000.0 sqft,14.0 perches
24000000,6.9357219,79.9255148,3,6,2000.0 sqft,19.0 perches
48000000,6.9095041,79.8962176,2,4,3000.0 sqft,14.0 perches
31000000,6.9095041,79.8962176,2,5,1700.0 sqft,6.0 perches
24000000,6.8883219,79.9187415,2,4,1800.0 sqft,8.0 perches
25000000,6.8763201,79.9353613,2,2,1800.0 sqft,10.0 perches
40000000,6.8763201,79.9353613,2,5,3000.0 sqft,15.0 perches
80000000,6.8699688,79.8882835,3,5,3200.0 sqft,35.0 perches
170000000,6.8699688,79.8882835,4,5,4500.0 sqft,17.0 perches
100000000,6.9372438,79.8962142,3,4,3000.0 sqft,50.0 perches
65000000,6.9021809,79.9195776,3,4,2662.0 sqft,15.0 perches
28000000,6.9079478,79.9293673,2,2,1600.0 sqft,11.63 perches
48000000,6.8699688,79.8882835,2,3,1800.0 sqft,5.0 perches
160000000,6.9005837,79.9057005,5,6,9000.0 sqft,17.0 perches
37500000,6.7999509,79.9231171,3,4,2876.0 sqft,7.0 perches
25000000,6.9095041,79.8962176,2,2,2500.0 sqft,11.0 perches
48000000,6.8197463,79.8682643,1,3,2000.0 sqft,15.0 perches
37000000,6.8505852,79.8677692,4,3,2000.0 sqft,2.5 perches
22500000,6.7999509,79.9231171,2,3,1522.0 sqft,10.0 perches
22500000,6.8772464,79.9899292,5,4,2800.0 sqft,10.0 perches
90000000,6.8552978,79.8626251,7,9,3500.0 sqft,8.6 perches
65000000,6.8410598,79.9017028,3,4,2800.0 sqft,13.5 perches
48000000,6.8430139,79.9655312,2,4,2511.0 sqft,20.0 perches
34900000,6.8772464,79.9899292,3,4,2200.0 sqft,7.0 perches
55000000,6.8387326,79.9084181,3,3,2566.0 sqft,9.0 perches
7500000,6.9088363,80.0817106,2,2,1200.0 sqft,13.0 perches
34000000,6.8472783,79.9266082,3,3,2500.0 sqft,6.0 perches
48000000,6.8699688,79.8882835,4,5,2800.0 sqft,10.0 perches
38000000,6.8410598,79.9017028,3,5,2800.0 sqft,12.0 perches
50000000,6.8952109,79.8905528,3,3,1700.0 sqft,6.0 perches
27500000,6.8472783,79.9266082,2,4,2100.0 sqft,7.75 perches
130000000,6.8763201,79.9353613,4,4,4584.0 sqft,18.5 perches
72000000,6.8866316,79.9440277,4,4,3524.0 sqft,10.5 perches
120000000,6.8699688,79.8882835,4,4,4850.0 sqft,10.5 perches
29000000,6.7999509,79.9231171,3,3,2014.0 sqft,7.0 perches
47000000,6.9021809,79.9195776,3,5,3500.0 sqft,9.0 perches
22500000,6.7999509,79.9231171,3,4,2102.0 sqft,8.0 perches
82500000,6.8915638,79.9294294,4,4,4200.0 sqft,11.4 perches
21000000,6.8772464,79.9899292,2,2,1200.0 sqft,7.6 perches
45000000,6.8840744,79.9020482,4,4,4200.0 sqft,20.0 perches
27500000,6.8804849,79.9599002,2,3,1558.0 sqft,7.0 perches
115000000,6.891596,79.9289573,4,4,4218.0 sqft,10.0 perches
55000000,6.8410598,79.9017028,4,5,3584.0 sqft,8.0 perches
59000000,6.8387326,79.9084181,3,4,3260.0 sqft,7.0 perches
87000000,6.8883219,79.9187415,4,6,4000.0 sqft,12.0 perches
55000000,6.8763201,79.9353613,4,4,3250.0 sqft,10.0 perches
75000000,6.8512785,79.8659769,4,6,3125.0 sqft,19.75 perches
27500000,6.8804849,79.9599002,2,3,1563.0 sqft,7.0 perches
98500000,6.8418658,79.9720783,2,4,2579.0 sqft,20.0 perches
25000000,6.8472783,79.9266082,2,2,2500.0 sqft,13.8 perches
160000000,6.8915638,79.9294294,4,4,4500.0 sqft,26.0 perches
17000000,6.7398181,80.0272188,2,3,1560.0 sqft,12.0 perches
100000000,6.9388614,79.8542005,2,3,4500.0 sqft,10.9 perches
15000000,6.8430139,79.9655312,2,3,1800.0 sqft,12.5 perches
115000000,6.8905073,79.9288928,4,4,4250.0 sqft,10.0 perches
44000000,6.7999509,79.9231171,2,3,2100.0 sqft,20.0 perches
55000000,6.9234427,79.8693824,3,3,2500.0 sqft,8.0 perches
285000000,6.9388614,79.8542005,3,4,5000.0 sqft,23.0 perches
97000000,6.8512785,79.8659769,4,4,3500.0 sqft,14.0 perches
48000000,6.8577676,79.9084281,4,4,3200.0 sqft,10.0 perches
37500000,6.8986065,80.0007844,4,6,3500.0 sqft,10.75 perches
25000000,6.9095041,79.8962176,3,4,4000.0 sqft,7.1 perches
54000000,6.7999509,79.9231171,5,5,4881.0 sqft,18.0 perches
495000000,6.7999509,79.9231171,4,3,8745.0 sqft,147.2 perches
85000000,6.8763201,79.9353613,3,4,4000.0 sqft,16.0 perches
88000000,6.8763201,79.9353613,5,4,4000.0 sqft,12.0 perches
13500000,6.8412384,80.0034457,1,3,1158.0 sqft,7.5 perches
170000000,6.8988999,79.8542039,3,4,3000.0 sqft,20.0 perches
29000000,6.8883219,79.9187415,2,3,1500.0 sqft,6.0 perches
140000000,6.8493838,79.8680857,4,5,5200.0 sqft,21.0 perches
150000000,6.8512785,79.8659769,1,4,2000.0 sqft,17.0 perches
26500000,6.781402,79.9487234,3,5,3310.0 sqft,8.0 perches
22500000,6.7831285,79.9839654,2,4,2308.0 sqft,8.0 perches
75000000,6.8472783,79.9266082,4,4,4500.0 sqft,10.8 perches
125000000,6.8908175,79.92732,4,4,3500.0 sqft,10.0 perches
148000000,6.8699688,79.8882835,3,8,3900.0 sqft,18.58 perches
45000000,6.8472783,79.9266082,2,5,4000.0 sqft,11.5 perches
35000000,6.8410598,79.9017028,2,3,2000.0 sqft,10.0 perches
33000000,6.8410598,79.9017028,4,4,2500.0 sqft,6.5 perches
42500000,6.8472783,79.9266082,3,4,3000.0 sqft,10.28 perches
19500000,6.9372438,79.8962142,2,3,1088.0 sqft,5.5 perches
155000000,6.8988999,79.8542039,3,6,1350.0 sqft,6.7 perches
39000000,6.8297243,79.9615593,7,7,2700.0 sqft,8.0 perches
29000000,6.776629,79.9255196,3,3,1900.0 sqft,7.0 perches
57500000,6.9039195,79.9542684,4,6,4200.0 sqft,8.0 perches
42500000,6.9040723,79.9546189,4,4,2000.0 sqft,8.2 perches
39500000,6.9040723,79.9546189,3,4,2800.0 sqft,8.5 perches
29500000,6.9040723,79.9546189,2,4,2400.0 sqft,10.5 perches
24300000,6.9326254,79.8903143,4,7,1300.0 sqft,7.05 perches
40000000,6.8472783,79.9266082,2,6,3488.0 sqft,8.1 perches
39500000,6.8910365,79.9642922,3,4,1900.0 sqft,8.0 perches
270000000,6.9090587,79.8959387,4,5,6000.0 sqft,10.0 perches
1200000000,6.8952475,79.8610777,4,5,12500.0 sqft,30.0 perches
180000000,6.8412384,80.0034457,5,6,7800.0 sqft,60.0 perches
90000000,6.8683248,79.9417996,4,4,4000.0 sqft,12.0 perches
105000000,6.9021809,79.9195776,4,5,4900.0 sqft,8.0 perches
85000000,6.8804849,79.9599002,3,4,4000.0 sqft,16.0 perches
45000000,6.8699688,79.8882835,3,3,1650.0 sqft,3.3 perches
48000000,6.8699688,79.8882835,4,5,2600.0 sqft,10.0 perches
41000000,6.7957403,79.940848,3,4,2800.0 sqft,8.0 perches
115000000,6.8512785,79.8659769,8,8,6000.0 sqft,8.0 perches
28500000,6.9040723,79.9546189,2,3,1800.0 sqft,6.5 perches
125000000,6.8410598,79.9017028,5,5,5000.0 sqft,8.0 perches
48000000,6.7999509,79.9231171,3,5,3770.0 sqft,15.0 perches
98000000,6.8670544,79.8847353,4,3,2500.0 sqft,12.0 perches
23000000,6.9040723,79.9546189,4,4,2800.0 sqft,13.5 perches
28000000,6.799414,79.8731939,2,4,2206.0 sqft,7.7 perches
270000000,6.9022803,79.9058162,5,6,2750.0 sqft,10.0 perches
58000000,6.9040723,79.9546189,2,4,3000.0 sqft,15.5 perches
17500000,6.7999509,79.9231171,2,3,1428.0 sqft,10.0 perches
26500000,6.8772464,79.9899292,3,4,1400.0 sqft,6.0 perches
19700000,6.923904,80.0177716,3,3,1300.0 sqft,10.0 perches
79000000,6.8410598,79.9017028,4,4,5000.0 sqft,10.0 perches
10700000,6.8412384,80.0034457,1,3,1232.0 sqft,10.5 perches
285000000,6.8910365,79.9642922,3,3,1500.0 sqft,6.0 perches
67500000,6.8804108,79.9596235,4,5,3000.0 sqft,8.0 perches
136875000,6.8883219,79.9187415,2,4,3000.0 sqft,36.5 perches
95000000,6.8763201,79.9353613,4,5,2100.0 sqft,8.0 perches
26500000,6.8274978,79.9586674,3,3,1400.0 sqft,7.8 perches
22000000,6.8919479,79.9955328,2,3,1358.0 sqft,7.0 perches
26500000,6.8430139,79.9655312,3,3,1400.0 sqft,7.8 perches
76000000,6.8772464,79.9899292,4,4,4917.0 sqft,10.0 perches
18500000,6.8772464,79.9899292,2,4,2400.0 sqft,10.0 perches
270000000,6.9095041,79.8962176,5,6,6500.0 sqft,10.0 perches
25500000,6.8772464,79.9899292,3,4,2400.0 sqft,6.1 perches
14500000,6.9357027,79.9843311,1,3,2500.0 sqft,7.0 perches
36500000,6.8552347,79.9390228,3,4,2650.0 sqft,11.0 perches
36500000,6.8772464,79.9899292,3,4,2800.0 sqft,10.0 perches
41000000,6.8412384,80.0034457,3,4,1900.0 sqft,8.0 perches
57000000,6.8410598,79.9017028,2,4,3500.0 sqft,10.22 perches
36000000,6.8412384,80.0034457,2,3,2400.0 sqft,12.0 perches
52000000,6.7999509,79.9231171,5,5,5500.0 sqft,10.0 perches
47000000,6.9040723,79.9546189,4,4,3000.0 sqft,10.0 perches
16500000,6.8464397,79.9486254,1,3,1250.0 sqft,13.5 perches
85000000,6.8699688,79.8882835,3,6,3500.0 sqft,12.5 perches
48000000,6.8563386,79.9095509,4,5,3200.0 sqft,10.0 perches
49500000,6.8412384,80.0034457,4,4,4732.0 sqft,12.0 perches
28000000,6.7999509,79.9231171,2,4,2500.0 sqft,10.0 perches
18500000,6.8828652,79.9994577,3,3,1300.0 sqft,6.0 perches
55000000,6.8430139,79.9655312,3,4,3500.0 sqft,8.0 perches
70000000,6.8509847,79.8756524,5,5,2350.0 sqft,6.0 perches
39000000,6.8512785,79.8659769,3,4,5200.0 sqft,9.6 perches
29500000,6.8772464,79.9899292,3,4,2200.0 sqft,10.0 perches
42000000,6.8772464,79.9899292,4,4,2875.0 sqft,8.0 perches
47000000,6.8320871,79.8673386,3,6,6260.0 sqft,11.5 perches
12500000,6.8472783,79.9266082,2,4,1500.0 sqft,3.0 perches
45000000,6.8472783,79.9266082,3,4,2800.0 sqft,8.0 perches
55000000,6.9040723,79.9546189,3,3,1707.0 sqft,10.0 perches
115000000,6.8410598,79.9017028,5,5,5000.0 sqft,7.5 perches
45000000,6.8840744,79.9020482,3,3,2700.0 sqft,8.0 perches
55000000,6.8910274,79.9685296,3,5,3500.0 sqft,17.5 perches
11500000,6.8569456,79.9857107,1,2,1200.0 sqft,8.0 perches
35000000,6.8430139,79.9655312,3,5,2500.0 sqft,31.0 perches
47500000,6.7999509,79.9231171,4,5,4500.0 sqft,27.0 perches
37500000,6.8772464,79.9899292,3,5,2588.0 sqft,8.5 perches
13500000,6.8772464,79.9899292,1,3,2300.0 sqft,10.0 perches
22500000,6.9372438,79.8962142,3,5,1500.0 sqft,13.0 perches
26000000,6.8772464,79.9899292,2,3,1850.0 sqft,11.0 perches
20000000,6.9345636,79.9061839,2,3,1000.0 sqft,4.0 perches
11500000,6.9372438,79.8962142,2,4,2000.0 sqft,4.0 perches
9000000,6.9359592,79.9005985,2,3,1200.0 sqft,4.0 perches
69000000,6.8664575,79.8772942,5,7,3200.0 sqft,6.0 perches
37000000,6.8986065,80.0007844,4,4,2850.0 sqft,10.5 perches
67500000,6.8763201,79.9353613,5,5,3000.0 sqft,8.0 perches
200000000,6.8472783,79.9266082,10,10,3000.0 sqft,40.0 perches
67500000,6.9388614,79.8542005,2,4,1996.0 sqft,8.7 perches
160000000,6.8763201,79.9353613,5,5,5400.0 sqft,21.0 perches
36000000,6.7999509,79.9231171,3,4,2114.0 sqft,8.0 perches
45000000,6.9021809,79.9195776,1,2,1000.0 sqft,12.5 perches
9000000,6.9372438,79.8962142,2,3,1000.0 sqft,5.5 perches
13000000,6.9372438,79.8962142,2,3,1500.0 sqft,3.5 perches
59900000,6.8490256,79.8669983,5,6,4000.0 sqft,10.0 perches
9500000,6.9150606,79.916748,2,3,1500.0 sqft,3.2 perches
22500000,6.9372438,79.8962142,2,4,1800.0 sqft,6.0 perches
47500000,6.8472783,79.9266082,4,4,2314.0 sqft,8.5 perches
21500000,6.9372438,79.8962142,3,3,3000.0 sqft,10.0 perches
17500000,6.9535477,79.8910868,2,6,2250.0 sqft,5.5 perches
80000000,6.8335379,79.8672498,3,5,3800.0 sqft,10.0 perches
69000000,6.9051575,79.95832,2,3,1900.0 sqft,18.2 perches
8800000,6.9372438,79.8962142,2,2,1200.0 sqft,4.0 perches
34000000,6.9372438,79.8962142,3,5,1800.0 sqft,6.0 perches
62500000,6.9388614,79.8542005,3,5,2850.0 sqft,9.5 perches
31000000,6.8430139,79.9655312,3,4,2110.0 sqft,7.0 perches
40000000,6.9372438,79.8962142,3,6,1950.0 sqft,6.6 perches
18000000,6.9359592,79.9005985,3,4,2400.0 sqft,8.0 perches
20000000,6.9372438,79.8962142,3,5,1200.0 sqft,4.0 perches
33000000,6.9720975,79.875709,2,3,1600.0 sqft,4.0 perches
79000000,6.8804108,79.9596235,3,4,2600.0 sqft,21.0 perches
32700000,6.8772464,79.9899292,4,4,2250.0 sqft,7.5 perches
205000000,6.8952109,79.8905528,4,4,3250.0 sqft,34.0 perches
58000000,6.8952109,79.8905528,4,4,2900.0 sqft,7.0 perches
95000000,6.9326254,79.8903143,4,4,2300.0 sqft,7.5 perches
29500000,6.850694,80.0324106,3,4,3000.0 sqft,12.0 perches
15000000,6.8772464,79.9899292,2,4,1750.0 sqft,8.0 perches
13500000,6.8430139,79.9655312,1,3,1150.0 sqft,7.5 perches
72000000,6.8410598,79.9017028,3,3,2300.0 sqft,8.0 perches
85000000,6.8699688,79.8882835,6,6,3750.0 sqft,10.2 perches
39500000,6.8772464,79.9899292,3,4,2100.0 sqft,8.5 perches
18000000,6.8772464,79.9899292,2,3,1200.0 sqft,10.0 perches
260000000,6.8952475,79.8610777,3,4,4000.0 sqft,10.0 perches
65000000,6.8335379,79.8672498,4,5,3000.0 sqft,7.0 perches
70000000,6.8763201,79.9353613,3,4,3500.0 sqft,10.25 perches
350000000,6.9021809,79.9195776,4,6,7800.0 sqft,48.0 perches
31000000,6.9357027,79.9843311,2,4,2580.0 sqft,7.0 perches
27000000,6.8412384,80.0034457,3,4,2000.0 sqft,23.0 perches
22000000,6.8517186,79.961014,2,3,2084.0 sqft,14.3 perches
