price,lat,long,Bathroom,Bedroom,sqft,land
11700000,6.8412384,80.0034457,1,3,1200.0 sqft,10.0 perches
300000000,6.8699688,79.8882835,6,8,8000.0 sqft,26.0 perches
90975000,6.8540547,79.8776756,2,3,3000.0 sqft,24.26 perches
85000000,6.9388614,79.8542005,5,5,3500.0 sqft,7.5 perches
29500000,6.8699688,79.8882835,2,4,2500.0 sqft,10.0 perches
29500000,6.8699688,79.8882835,1,3,1800.0 sqft,10.0 perches
49000000,6.8013045,79.8807982,4,7,3000.0 sqft,25.25 perches
68000000,6.8218523,79.8873096,4,4,3500.0 sqft,9.0 perches
70000000,6.8335379,79.8672498,2,4,3000.0 sqft,10.0 perches
46000000,6.8472783,79.9266082,3,4,3000.0 sqft,10.28 perches
85000000,6.8699688,79.8882835,6,6,3857.0 sqft,10.2 perches
24000000,6.8464397,79.9486254,2,4,3000.0 sqft,10.0 perches
25500000,6.8772464,79.9899292,4,4,2400.0 sqft,6.0 perches
360000000,6.9035381,79.9213359,4,4,5500.0 sqft,60.8 perches
275000000,6.8699688,79.8882835,5,5,7000.0 sqft,33.0 perches
75500000,6.8380007,79.9216556,2,8,3500.0 sqft,27.0 perches
22500000,6.7999509,79.9231171,3,4,2105.0 sqft,8.0 perches
350000000,6.8699688,79.8882835,8,5,9000.0 sqft,31.0 perches
58000000,6.8910365,79.9642922,3,4,3500.0 sqft,15.8 perches
200000000,6.8955105,79.8893993,5,6,5700.0 sqft,17.0 perches
50000000,6.846589,79.8708024,2,3,1800.0 sqft,6.0 perches
39500000,6.9040723,79.9546189,3,4,2100.0 sqft,8.5 perches
59000000,6.8410598,79.9017028,4,4,3500.0 sqft,7.0 perches
65000000,6.8683248,79.9417996,4,4,3500.0 sqft,7.0 perches
85000000,6.8387326,79.9084181,3,4,3500.8 sqft,26.0 perches
26500000,6.8772464,79.9899292,3,4,1400.0 sqft,7.0 perches
65000000,6.8540547,79.8776756,4,5,3500.0 sqft,12.0 perches
220000000,6.9388614,79.8542005,5,5,5000.0 sqft,15.0 perches
120000000,6.8335379,79.8672498,7,7,4500.0 sqft,9.0 perches
32500000,6.8255926,80.0056119,3,5,2715.0 sqft,8.0 perches
39500000,6.9040723,79.9546189,3,4,1900.0 sqft,8.0 perches
59000000,6.8750726,79.9353569,4,4,3256.0 sqft,12.5 perches
31000000,6.8154718,79.9578478,3,4,2100.0 sqft,7.2 perches
29000000,6.8430139,79.9655312,3,4,2100.0 sqft,6.0 perches
160000000,6.8866316,79.9440277,4,5,7000.0 sqft,26.0 perches
47500000,6.7661696,79.939697,4,4,3000.0 sqft,10.0 perches
39500000,6.8922411,79.9653393,4,4,2800.0 sqft,8.0 perches
48000000,6.7999509,79.9231171,4,5,3700.0 sqft,15.0 perches
22500000,6.7999509,79.9231171,3,4,2350.0 sqft,10.5 perches
26000000,6.9074593,79.9709124,2,3,1300.0 sqft,6.0 perches
75000000,6.9040723,79.9546189,3,4,3000.0 sqft,18.0 perches
72000000,6.8197463,79.8682643,2,3,2745.0 sqft,10.08 perches
55000000,6.9374729,79.9458339,3,5,3200.0 sqft,15.0 perches
28500000,6.7999509,79.9231171,3,4,2248.0 sqft,6.5 perches
39000000,6.8472783,79.9266082,3,4,2600.0 sqft,9.5 perches
60500000,6.9040723,79.9546189,3,4,4000.0 sqft,10.0 perches
320000000,6.9094817,79.8894694,5,6,60000.0 sqft,14.5 perches
220000000,6.8197463,79.8682643,5,5,4000.0 sqft,53.0 perches
24000000,6.7999509,79.9231171,2,6,2751.0 sqft,8.5 perches
55000000,6.8387326,79.9084181,4,5,3788.0 sqft,10.0 perches
125000000,6.9021809,79.9195776,3,4,3000.0 sqft,10.0 perches
34000000,6.7999509,79.9231171,3,3,2500.0 sqft,6.0 perches
34000000,6.7999509,79.9231171,3,3,2875.0 sqft,6.0 perches
22000000,6.7999509,79.9231171,2,3,1678.0 sqft,8.5 perches
39500000,6.8412384,80.0034457,3,4,2703.0 sqft,10.0 perches
39000000,6.7999509,79.9231171,4,4,3300.0 sqft,11.5 perches
42500000,6.8412384,80.0034457,3,4,1900.0 sqft,8.0 perches
31000000,6.8013558,79.9350979,3,4,2875.0 sqft,7.0 perches
32500000,6.8013558,79.9350979,4,4,27475.0 sqft,7.0 perches
32500000,6.7999509,79.9231171,3,4,2873.0 sqft,7.0 perches
31000000,6.7999509,79.9231171,4,4,2875.0 sqft,7.0 perches
32000000,6.7999509,79.9231171,4,5,3415.0 sqft,9.0 perches
49000000,6.7999509,79.9231171,4,5,3021.0 sqft,9.0 perches
2950000,6.7999509,79.9231171,4,4,3745.0 sqft,8.5 perches
31000000,6.8013558,79.9350979,4,4,2745.0 sqft,7.0 perches
32500000,6.8013558,79.9350979,3,4,2876.0 sqft,7.0 perches
38000000,6.7999509,79.9231171,4,4,3025.0 sqft,8.0 perches
48000000,6.7999509,79.9231171,5,5,3350.0 sqft,15.0 perches
55000000,6.7999509,79.9231171,4,5,3485.0 sqft,10.0 perches
85000000,6.8013558,79.9350979,5,5,3452.0 sqft,9.0 perches
85000000,6.7999509,79.9231171,5,5,3875.0 sqft,10.0 perches
22000000,6.850694,80.0324106,2,3,1552.0 sqft,8.5 perches
42000000,6.8763201,79.9353613,3,4,2500.0 sqft,7.5 perches
65000000,6.8763201,79.9353613,3,4,3500.0 sqft,7.0 perches
17000000,6.7999509,79.9231171,2,3,1502.0 sqft,12.0 perches
42000000,6.8986065,80.0007844,3,4,2850.0 sqft,8.0 perches
31000000,6.8154718,79.9578478,3,4,2100.0 sqft,7.0 perches
149000000,6.9021809,79.9195776,5,5,6000.0 sqft,14.0 perches
250000000,6.9021809,79.9195776,5,5,8000.0 sqft,30.0 perches
47000000,6.9095041,79.8962176,2,4,2300.0 sqft,15.8 perches
165000000,6.9021809,79.9195776,5,5,6500.0 sqft,23.7 perches
55000000,6.8430139,79.9655312,6,7,4200.0 sqft,20.5 perches
160000000,6.9021809,79.9195776,3,5,4900.0 sqft,28.5 perches
42000000,6.7998375,80.0008345,3,4,3000.0 sqft,6.0 perches
69000000,6.8763201,79.9353613,3,4,3500.0 sqft,11.0 perches
38000000,6.8883219,79.9187415,3,3,1500.0 sqft,11.0 perches
77500000,6.8366347,79.8721089,5,7,4600.0 sqft,12.4 perches
165000000,6.9021809,79.9195776,5,5,6500.0 sqft,24.0 perches
47500000,6.9079798,79.9451386,3,3,4200.0 sqft,10.0 perches
28500000,6.8437323,79.9682677,4,4,2200.0 sqft,66.0 perches
250000000,6.9021809,79.9195776,5,5,5000.0 sqft,30.0 perches
59800000,6.9040723,79.9546189,3,4,2700.0 sqft,10.0 perches
55000000,6.9040723,79.9546189,3,3,1700.0 sqft,10.0 perches
39500000,6.8430139,79.9655312,4,4,3200.0 sqft,10.0 perches
37500000,6.7913629,79.9476389,4,4,2780.0 sqft,7.5 perches
79000000,6.8430139,79.9655312,3,4,1880.0 sqft,60.0 perches
26000000,6.8369109,79.9650915,2,3,1380.0 sqft,7.5 perches
55000000,6.8430139,79.9655312,4,4,3280.0 sqft,8.0 perches
17500000,6.8013558,79.9350979,2,3,1380.0 sqft,20.0 perches
180000000,6.9021809,79.9195776,4,5,4900.0 sqft,28.5 perches
79000000,6.8410598,79.9017028,4,4,6500.0 sqft,10.0 perches
88000000,6.8430139,79.9655312,4,5,4480.0 sqft,20.0 perches
50000000,6.9388614,79.8542005,5,5,3500.0 sqft,3.5 perches
150000000,6.8915638,79.9294294,4,9,5000.0 sqft,15.0 perches
65000000,6.8883219,79.9187415,3,4,10.0 sqft,3700.0 perches
60000000,6.9040723,79.9546189,6,8,9.92 sqft,3400.0 perches
112000000,6.8929895,79.8651107,2,3,2500.0 sqft,8.0 perches
79000000,6.9388614,79.8542005,6,9,5000.0 sqft,18.5 perches
21500000,6.8772464,79.9899292,2,3,1350.0 sqft,7.0 perches
17200000,6.8772464,79.9899292,1,2,1200.0 sqft,6.0 perches
27500000,6.8410598,79.9017028,2,3,1800.0 sqft,10.0 perches
105000000,6.9023114,79.8546402,6,6,3200.0 sqft,7.4 perches
135000000,6.8750845,79.8575082,4,5,2500.0 sqft,10.0 perches
105000000,6.846589,79.8708024,5,6,3500.0 sqft,16.5 perches
32000000,6.8699688,79.8882835,1,3,1500.0 sqft,9.8 perches
85000000,6.8512785,79.8659769,4,5,3000.0 sqft,5.0 perches
46000000,6.8464397,79.9486254,3,5,3000.0 sqft,10.0 perches
55000000,6.8664575,79.8772942,4,6,4000.0 sqft,9.2 perches
100000000,6.8430139,79.9655312,4,4,3000.0 sqft,37.0 perches
20000000,6.9357027,79.9843311,2,3,1500.0 sqft,6.4 perches
112500000,6.8988999,79.8542039,2,3,1500.0 sqft,7.5 perches
81000000,6.9388614,79.8542005,3,3,2000.0 sqft,8.5 perches
70000000,6.8197463,79.8682643,3,5,2400.0 sqft,9.0 perches
85000000,6.9095041,79.8962176,3,4,3000.0 sqft,12.0 perches
43500000,6.8604903,79.9223802,3,5,2500.0 sqft,12.5 perches
19500000,6.7999509,79.9231171,2,3,1500.0 sqft,5.5 perches
55000000,6.8430139,79.9655312,4,4,4600.0 sqft,10.0 perches
59800000,6.8828317,79.9600345,3,4,4000.0 sqft,10.0 perches
26000000,6.9040723,79.9546189,1,2,1700.0 sqft,13.5 perches
17000000,6.9357027,79.9843311,1,3,2500.0 sqft,7.0 perches
135000000,6.8804108,79.9596235,4,4,5900.0 sqft,18.6 perches
316750000,6.8988999,79.8542039,3,7,2750.0 sqft,18.1 perches
70000000,6.9021809,79.9195776,3,6,4500.0 sqft,7.5 perches
32500000,6.7988449,79.8727507,2,5,3000.0 sqft,28.0 perches
152000000,6.9388614,79.8542005,6,6,2547.0 sqft,12.7 perches
52000000,6.875601,79.8922471,3,3,2500.0 sqft,7.0 perches
29500000,6.9357027,79.9843311,2,3,1100.0 sqft,6.0 perches
35000000,6.9229733,79.9134297,3,7,2460.0 sqft,7.2 perches
55000000,6.8410598,79.9017028,4,6,4157.0 sqft,12.0 perches
32500000,6.8699688,79.8882835,2,3,1400.0 sqft,7.0 perches
41000000,6.8472783,79.9266082,2,5,2178.0 sqft,8.0 perches
32000000,6.9021809,79.9195776,2,3,2000.0 sqft,10.0 perches
28500000,6.8437323,79.9682677,4,4,2200.0 sqft,8.0 perches
48500000,6.8699688,79.8882835,5,4,4150.0 sqft,7.0 perches
48500000,6.8472783,79.9266082,5,4,4100.0 sqft,7.0 perches
152000000,6.9388614,79.8542005,3,3,2500.0 sqft,18.93 perches
150000000,6.8883219,79.9187415,3,4,2446.0 sqft,23.5 perches
37000000,6.8464397,79.9486254,4,5,2200.0 sqft,8.04 perches
29000000,6.7999509,79.9231171,4,5,2520.0 sqft,9.8 perches
48500000,6.8410598,79.9017028,5,4,4000.0 sqft,7.0 perches
60000000,6.891596,79.9289573,2,4,3000.0 sqft,9.6 perches
42000000,6.8430139,79.9655312,4,4,3200.0 sqft,8.0 perches
120000000,6.8699688,79.8882835,3,4,2500.0 sqft,25.0 perches
225000000,6.8763201,79.9353613,8,10,6000.0 sqft,20.0 perches
150000000,6.7746821,79.8826095,7,7,5000.0 sqft,17.0 perches
26000000,6.9040723,79.9546189,2,3,2800.0 sqft,10.3 perches
49000000,6.7999509,79.9231171,5,5,3800.0 sqft,8.0 perches
46000000,6.7999509,79.9231171,4,5,2460.0 sqft,6.4 perches
29500000,6.7999509,79.9231171,3,4,2500.0 sqft,10.0 perches
37500000,6.7999509,79.9231171,3,4,2300.0 sqft,7.0 perches
18000000,6.8464397,79.9486254,1,3,1200.0 sqft,10.35 perches
39500000,6.8922411,79.9653393,3,4,2800.0 sqft,8.5 perches
22500000,6.7999509,79.9231171,2,3,1611.0 sqft,10.0 perches
29000000,6.7999509,79.9231171,3,3,2016.0 sqft,7.0 perches
22500000,6.7999509,79.9231171,2,3,1466.0 sqft,6.5 perches
40000000,6.8883219,79.9187415,2,3,1200.0 sqft,8.0 perches
132000000,6.8883219,79.9187415,5,5,3700.0 sqft,37.77 perches
62500000,6.7746821,79.8826095,2,4,2200.0 sqft,20.0 perches
3500000,6.8883219,79.9187415,5,5,3700.0 sqft,37.77 perches
25000000,6.7999509,79.9231171,3,3,1640.0 sqft,8.5 perches
95000000,6.8509847,79.8756524,4,4,3000.0 sqft,11.89 perches
48000000,6.7999509,79.9231171,4,5,3611.0 sqft,15.0 perches
21000000,6.8197169,79.949287,4,6,2937.0 sqft,13.9 perches
17000000,6.7999509,79.9231171,2,3,1455.0 sqft,10.0 perches
60000000,6.9388614,79.8542005,10,10,3000.0 sqft,10.0 perches
65000000,6.8512785,79.8659769,3,3,2500.0 sqft,10.0 perches
37000000,6.8699688,79.8882835,2,3,2700.0 sqft,12.75 perches
39900000,6.7999509,79.9231171,3,5,3500.0 sqft,6.5 perches
52000000,6.850694,80.0324106,5,5,4800.0 sqft,90.0 perches
20000000,6.8415384,80.0916472,2,4,2000.0 sqft,15.0 perches
56000000,6.902043,79.9534299,3,4,1634.0 sqft,6.0 perches
49000000,6.8665066,79.9005361,5,5,3844.0 sqft,8.0 perches
21000000,6.8430139,79.9655312,2,4,1796.0 sqft,7.0 perches
165000000,6.9157201,79.9166082,5,6,3200.0 sqft,41.0 perches
55000000,6.7999509,79.9231171,3,4,2800.0 sqft,7.0 perches
13500000,6.8441085,80.0460308,1,3,1280.0 sqft,10.0 perches
150000000,6.9071611,79.9290253,3,4,2800.0 sqft,14.5 perches
34000000,6.8472783,79.9266082,2,4,1200.0 sqft,20.0 perches
26000000,6.8569456,79.9857107,3,3,1929.0 sqft,8.2 perches
30000000,6.8772464,79.9899292,2,3,1550.0 sqft,20.0 perches
90000000,6.8688258,79.9089258,3,5,3000.0 sqft,13.9 perches
75000000,6.9125471,79.9787622,4,5,3000.0 sqft,18.0 perches
85000000,6.8336826,79.912677,2,4,2500.0 sqft,26.75 perches
69000000,6.8410598,79.9017028,4,4,4800.0 sqft,12.0 perches
47000000,6.8410598,79.9017028,2,6,3000.0 sqft,8.1 perches
27000000,6.8464397,79.9486254,2,4,2500.0 sqft,10.5 perches
32000000,6.7903918,79.8896378,2,5,2500.0 sqft,14.0 perches
70000000,6.8410598,79.9017028,5,8,4000.0 sqft,16.0 perches
200000000,6.9249006,79.8686664,6,8,3500.0 sqft,12.5 perches
43000000,6.9133307,79.9775324,2,5,2500.0 sqft,7.0 perches
42000000,6.842583,79.9441239,3,3,2400.0 sqft,8.0 perches
62000000,6.8410598,79.9017028,3,5,3500.0 sqft,9.5 perches
24500000,6.8412384,80.0034457,2,5,2404.0 sqft,10.8 perches
48000000,6.8763201,79.9353613,4,4,3000.0 sqft,8.0 perches
55000000,6.9040723,79.9546189,3,3,1557.0 sqft,10.0 perches
42500000,6.8699688,79.8882835,3,5,1190.0 sqft,9.9 perches
24000000,6.8664575,79.8772942,3,4,2304.0 sqft,7.2 perches
220500000,6.9388614,79.8542005,3,4,4000.0 sqft,24.0 perches
25000000,6.9071611,79.9290253,2,3,2500.0 sqft,18.0 perches
23000000,6.9372438,79.8962142,2,2,1500.0 sqft,13.1 perches
120000000,6.8512785,79.8659769,4,4,5000.0 sqft,22.0 perches
105000000,6.8512785,79.8659769,10,9,1900.0 sqft,7.5 perches
66000000,6.8387326,79.9084181,4,4,4500.0 sqft,12.0 perches
160000000,6.8883219,79.9187415,5,6,7500.0 sqft,17.0 perches
67000000,6.8387326,79.9084181,3,5,2100.0 sqft,8.0 perches
80000000,6.8335379,79.8672498,3,4,3500.0 sqft,9.18 perches
125000000,6.8883219,79.9187415,5,5,5000.0 sqft,17.8 perches
75000000,6.8883219,79.9187415,4,5,3800.0 sqft,14.5 perches
23500000,6.8464397,79.9486254,2,3,1500.0 sqft,10.0 perches
40000000,6.9357027,79.9843311,2,5,2671.0 sqft,11.0 perches
69500000,6.8430139,79.9655312,4,5,5300.0 sqft,13.2 perches
70000000,6.9388614,79.8542005,2,3,2325.0 sqft,7.6 perches
9800000,7.0019661,79.9512673,1,2,1900.0 sqft,8.9 perches
38000000,6.8044862,79.9275395,3,5,2800.0 sqft,12.0 perches
32500000,6.8410598,79.9017028,3,5,2600.0 sqft,6.9 perches
65000000,6.821625,79.9685397,3,4,2200.0 sqft,13.0 perches
400000000,6.9095041,79.8962176,6,7,10000.0 sqft,69.0 perches
28000000,6.9040723,79.9546189,5,5,3200.0 sqft,9.0 perches
13500000,6.9326254,79.8903143,2,3,1200.0 sqft,7.3 perches
80000000,6.8335379,79.8672498,5,5,3200.0 sqft,16.5 perches
67500000,6.8763201,79.9353613,4,5,3000.0 sqft,8.0 perches
16000000,6.8828652,79.9994577,2,3,1300.0 sqft,6.0 perches
36000000,6.7999509,79.9231171,3,4,2110.0 sqft,8.0 perches
52500000,6.7746821,79.8826095,3,5,3000.0 sqft,10.0 perches
83000000,6.8532126,79.882219,4,5,3230.0 sqft,15.73 perches
29500000,6.7746821,79.8826095,3,3,2800.0 sqft,7.0 perches
15500000,6.7746821,79.8826095,2,3,1300.0 sqft,10.0 perches
39500000,6.9040723,79.9546189,3,4,3200.0 sqft,7.6 perches
28500000,6.9040723,79.9546189,2,3,1850.0 sqft,6.5 perches
37500000,6.9040723,79.9546189,5,6,5000.0 sqft,8.0 perches
58000000,6.8197463,79.8682643,4,5,3000.0 sqft,16.5 perches
185000000,6.8763201,79.9353613,4,5,5500.0 sqft,45.0 perches
19000000,6.9326254,79.8903143,3,7,1650.0 sqft,5.5 perches
22000000,6.8919479,79.9955328,2,3,1364.0 sqft,7.0 perches
18000000,6.9397426,79.9023413,3,3,1650.0 sqft,5.5 perches
19000000,6.9397426,79.9023413,4,4,1500.0 sqft,5.0 perches
12000000,6.9397426,79.9023413,2,3,1350.0 sqft,4.5 perches
39000000,6.7999509,79.9231171,3,4,3000.0 sqft,10.0 perches
42000000,6.8883219,79.9187415,2,3,2700.0 sqft,9.5 perches
32000000,6.8464397,79.9486254,3,5,2400.0 sqft,8.0 perches
65000000,6.7746821,79.8826095,4,4,1800.0 sqft,6.0 perches
40000000,6.8472783,79.9266082,2,6,3503.0 sqft,8.1 perches
31000000,6.8430139,79.9655312,3,4,2318.0 sqft,7.0 perches
51000000,6.8348625,79.8865776,2,4,4500.0 sqft,15.0 perches
65000000,6.8512785,79.8659769,4,7,2250.0 sqft,7.5 perches
37500000,6.8986065,80.0007844,3,4,2800.0 sqft,8.0 perches
55000000,6.8986065,80.0007844,4,5,3500.0 sqft,22.0 perches
40000000,6.9040723,79.9546189,3,4,2500.0 sqft,11.48 perches
18500000,6.7999509,79.9231171,2,3,2000.0 sqft,11.0 perches
110000000,6.9095041,79.8962176,4,4,5000.0 sqft,10.0 perches
25000000,6.8412384,80.0034457,2,6,2748.0 sqft,10.0 perches
55000000,6.8430139,79.9655312,3,4,3516.0 sqft,8.0 perches
49000000,6.8763201,79.9353613,4,4,4000.0 sqft,15.0 perches
35000000,6.9088363,80.0817106,6,8,2859.0 sqft,29.0 perches
65000000,6.8512785,79.8659769,5,6,3500.0 sqft,10.0 perches
32000000,6.8772464,79.9899292,3,4,2250.0 sqft,6.7 perches
14000000,6.7873127,79.963865,2,2,1165.0 sqft,7.0 perches
95000000,6.8699688,79.8882835,3,4,4300.0 sqft,8.0 perches
18000000,6.8430139,79.9655312,2,2,1180.0 sqft,6.5 perches
22000000,6.781402,79.9487234,4,4,3000.0 sqft,6.2 perches
40000000,6.8430139,79.9655312,2,3,3500.0 sqft,20.0 perches
43000000,6.8472783,79.9266082,3,5,2580.0 sqft,18.5 perches
28000000,6.8013558,79.9350979,3,4,2680.0 sqft,6.0 perches
26000000,6.8430139,79.9655312,3,3,1380.0 sqft,7.5 perches
11500000,6.8412384,80.0034457,1,1,1200.0 sqft,7.0 perches
52500000,6.8013558,79.9350979,4,4,3280.0 sqft,10.0 perches
19500000,6.8013558,79.9350979,2,4,1880.0 sqft,6.5 perches
46000000,6.8472783,79.9266082,4,5,3280.0 sqft,10.0 perches
42500000,6.8430139,79.9655312,2,4,2000.0 sqft,7.5 perches
6800000,6.9388614,79.8542005,1,2,2723.0 sqft,10.0 perches
39500000,6.8430139,79.9655312,4,4,2780.0 sqft,10.0 perches
55000000,6.8430139,79.9655312,4,7,5000.0 sqft,25.0 perches
75000000,6.9021809,79.9195776,4,4,3200.0 sqft,7.6 perches
75000000,6.8472783,79.9266082,5,5,4500.0 sqft,10.75 perches
94000000,6.8699688,79.8882835,4,4,3500.0 sqft,7.0 perches
35000000,6.8567204,79.8928271,2,3,3200.0 sqft,7.0 perches
55000000,6.8763201,79.9353613,4,4,2900.0 sqft,19.0 perches
100000000,6.8512785,79.8659769,3,4,3500.0 sqft,23.0 perches
90000000,6.8699688,79.8882835,3,4,3300.0 sqft,18.0 perches
27000000,6.8412384,80.0034457,3,5,2700.0 sqft,16.0 perches
250000000,6.8952109,79.8905528,3,4,5000.0 sqft,21.0 perches
420000000,6.9095041,79.8962176,7,6,10000.0 sqft,69.0 perches
39500000,6.888855,79.9719767,3,4,2400.0 sqft,8.0 perches
34500000,6.8464397,79.9486254,2,4,1350.0 sqft,6.25 perches
36000000,6.8568945,79.9177709,3,3,2500.0 sqft,9.5 perches
57000000,6.8699688,79.8882835,2,3,1920.0 sqft,7.0 perches
25500000,6.9095041,79.8962176,4,8,2500.0 sqft,3.2 perches
25000000,6.9207718,79.8927809,4,8,2500.0 sqft,3.2 perches
42500000,6.9021809,79.9195776,2,3,1500.0 sqft,17.6 perches
43000000,6.9021809,79.9195776,2,3,1500.0 sqft,17.6 perches
82500000,6.8410598,79.9017028,4,4,3500.0 sqft,10.0 perches
42000000,6.8883219,79.9187415,2,3,2180.0 sqft,9.5 perches
39000000,6.8430139,79.9655312,2,4,2700.0 sqft,10.0 perches
51000000,6.9021809,79.9195776,3,5,3190.0 sqft,10.5 perches
68000000,6.9046698,79.9213396,2,4,1225.0 sqft,7.7 perches
15000000,6.7999509,79.9231171,2,3,1699.98 sqft,10.5 perches
82500000,6.8512785,79.8659769,4,4,5320.0 sqft,10.0 perches
82800000,6.8670544,79.8847353,4,4,5280.0 sqft,10.0 perches
44000000,6.7999509,79.9231171,3,4,3200.0 sqft,8.0 perches
55999998,6.8670544,79.8847353,2,4,1000.0 sqft,19.0 perches
25000000,6.9101096,79.8531129,2,5,1200.0 sqft,6.0 perches
17000000,6.8406711,79.9934791,2,4,1500.0 sqft,3.0 perches
31000000,6.9040723,79.9546189,3,3,1850.0 sqft,8.0 perches
13000000,6.9345636,79.9061839,2,4,1500.0 sqft,7.0 perches
33800000,6.9388614,79.8542005,2,3,1456.0 sqft,20.0 perches
510000000,6.8767877,79.9005529,6,6,16335.0 sqft,60.0 perches
23200000,6.8883219,79.9187415,2,5,3259.0 sqft,8.0 perches
67500000,6.8044862,79.9275395,5,5,3400.0 sqft,12.0 perches
110000000,6.9095041,79.8962176,2,3,3200.0 sqft,10.0 perches
24000000,6.8472783,79.9266082,2,4,2250.0 sqft,10.0 perches
25000000,6.8335379,79.8672498,1,3,1250.0 sqft,6.0 perches
35000000,6.945277,79.8810728,4,6,2000.0 sqft,5.7 perches
120000000,6.8678491,79.8952171,3,4,3500.0 sqft,20.5 perches
30000000,6.9372438,79.8962142,5,5,2178.0 sqft,8.0 perches
35000000,6.8699688,79.8882835,2,3,2100.0 sqft,7.0 perches
36000000,6.7999509,79.9231171,3,4,2104.0 sqft,8.0 perches
28500000,6.8013558,79.9350979,3,4,2200.0 sqft,6.0 perches
85000000,6.8335379,79.8672498,4,4,3720.0 sqft,10.1 perches
28500000,6.7831285,79.9839654,3,4,2700.0 sqft,10.0 perches
43000000,6.8185107,79.9178891,3,4,2648.0 sqft,10.0 perches
10000000,6.7999509,79.9231171,1,2,1200.0 sqft,6.0 perches
7800000,6.9306032,79.9016997,2,3,1000.0 sqft,4.0 perches
57500000,6.8558016,79.8847272,2,3,2500.0 sqft,11.0 perches
24000000,6.9372438,79.8962142,2,4,2700.0 sqft,9.0 perches
18000000,6.8441085,80.0460308,1,4,2500.0 sqft,30.0 perches
75000000,6.9040723,79.9546189,2,6,1800.0 sqft,20.4 perches
110000000,6.8512785,79.8659769,10,9,5000.0 sqft,7.5 perches
50000000,6.8335379,79.8672498,4,4,3000.0 sqft,6.5 perches
75000000,6.8512785,79.8659769,4,6,2400.0 sqft,10.0 perches
28500000,6.9372438,79.8962142,2,5,1950.0 sqft,6.5 perches
30000000,7.0019661,79.9512673,2,6,4000.0 sqft,35.0 perches
36000000,6.8512785,79.8659769,2,4,1750.0 sqft,9.8 perches
13500000,6.9372438,79.8962142,1,2,2400.0 sqft,8.0 perches
40000000,6.8512785,79.8659769,3,4,3000.0 sqft,7.5 perches
28000000,6.799414,79.8731939,2,4,2208.0 sqft,7.7 perches
106000000,6.8952109,79.8905528,3,4,5000.0 sqft,9.0 perches
11000000,6.9397426,79.9023413,2,3,1200.0 sqft,4.0 perches
19000000,6.9372438,79.8962142,2,4,1050.0 sqft,3.3 perches
22000000,6.9360192,79.9257199,1,2,2850.0 sqft,9.5 perches
125000000,6.9021809,79.9195776,4,4,3000.0 sqft,10.0 perches
250000000,6.9021809,79.9195776,5,5,6000.0 sqft,30.0 perches
38000000,6.9040723,79.9546189,3,4,2700.0 sqft,10.0 perches
46000000,6.929658,79.9060604,2,6,2500.0 sqft,6.0 perches
33800000,6.7999509,79.9231171,2,3,1365.0 sqft,7.0 perches
57500000,6.9021809,79.9195776,6,8,4000.0 sqft,24.0 perches
72000000,6.8699688,79.8882835,2,3,2637.0 sqft,16.0 perches
49500000,6.850694,80.0324106,4,4,4741.0 sqft,12.0 perches
85000000,6.8335379,79.8672498,2,5,3000.0 sqft,9.18 perches
24500000,6.8772464,79.9899292,2,4,2200.0 sqft,6.0 perches
42000000,6.8512785,79.8659769,2,3,1800.0 sqft,7.0 perches
25000000,6.8412384,80.0034457,2,4,2300.0 sqft,9.0 perches
17000000,6.8950302,79.9607903,1,2,1500.0 sqft,15.0 perches
54000000,6.7999509,79.9231171,5,5,3700.0 sqft,18.0 perches
50000000,6.8828659,79.8862815,3,3,1500.0 sqft,3.0 perches
52000000,6.850694,80.0324106,5,5,4500.0 sqft,90.0 perches
12500000,6.8430139,79.9655312,3,3,1800.0 sqft,10.0 perches
17500000,6.7999509,79.9231171,2,2,1500.0 sqft,10.0 perches
32500000,6.8472783,79.9266082,2,4,2400.0 sqft,6.0 perches
17500000,6.7999509,79.9231171,2,3,1300.0 sqft,6.5 perches
39500000,6.8910365,79.9642922,3,4,2900.0 sqft,8.0 perches
47500000,6.8763201,79.9353613,3,4,2200.0 sqft,20.0 perches
33500000,6.8410598,79.9017028,3,4,2600.0 sqft,12.0 perches
250000000,6.9042757,79.927948,5,5,8000.0 sqft,32.0 perches
95000000,6.879383,79.8910127,5,6,3500.0 sqft,9.0 perches
33000000,6.7999509,79.9231171,4,4,2875.0 sqft,7.0 perches
36000000,6.7999509,79.9231171,4,5,3412.0 sqft,9.0 perches
26500000,6.9021809,79.9195776,3,5,1900.0 sqft,10.0 perches
49000000,6.8665066,79.9005361,4,4,3500.0 sqft,7.5 perches
80000000,6.8952109,79.8905528,4,5,3500.0 sqft,6.5 perches
40000000,6.8772464,79.9899292,3,4,3132.0 sqft,6.0 perches
66000000,6.8699688,79.8882835,3,4,3200.0 sqft,19.5 perches
28500000,6.8155106,79.9716074,4,4,2750.0 sqft,6.0 perches
38000000,6.8699688,79.8882835,2,3,2200.0 sqft,4.0 perches
31000000,6.8155106,79.9716074,4,4,2700.0 sqft,7.0 perches
31000000,6.8013558,79.9350979,3,4,2400.0 sqft,7.2 perches
22000000,6.8412384,80.0034457,2,5,2600.0 sqft,10.0 perches
22500000,6.7999509,79.9231171,1,2,2900.0 sqft,10.0 perches
95000000,6.8786199,79.9215875,7,6,3500.0 sqft,20.2 perches
